user_id,item_list
1,123 17728 8900 420 100 180 440 342 2010 922
2,283 227 85 1095 332 5260 713 196 949 1043
3,2033 1442 433 450 803 648 584 808 1142 8964
4,713 679 423 3057 1132 10337 137 1309 698 155
5,435 839 4636 4006 2116 4605 6942 6932 2128 6353
6,1036 6961 11162 1298 1152 9187 4054 2384 10642 11477
8,1563 1175 11168 2116 751 12828 97 16513 1806 4605
9,20079 7151 2346 13038 8133 21322 21052 21157 20151 10729
10,1816 2386 210 137 561 774 1475 379 634 1411
11,188 2116 136 11203 123 984 18640 929 341 75
12,4704 75 169 22 10356 783 1133 672 13540 13
13,1316 1446 2403 809 2198 58 4953 1335 2103 11
14,207 751 8911 1094 3168 5657 1585 1904 735 18350
15,8060 385 5617 4270 1913 3171 8111 21276 1199 236
16,6731 89 128 1321 2419 581 34 839 523 1346
17,444 229 4054 4342 9187 2586 4873 4310 13826 1346
18,3554 14212 1998 6353 6731 89 1329 11890 250 191
19,1273 1863 467 252 636 764 376 4733 523 5923
20,6353 11890 191 3644 9004 113 442 227 712 1250
21,4688 20275 357 25 3283 1015 1762 690 113 81
23,1279 2295 983 8444 1335 1326 10348 1517 1764 754
24,1942 3021 8432 3710 7150 4398 1305 21840 7622 2206
25,2264 11598 4069 15097 17989 10011 18088 13580 19973 2078
26,318 1239 17283 619 1256 158 685 1029 639 252
28,3024 679 86 2876 713 137 306 634 121 730
29,9432 1095 366 29 1431 670 3 224 842 2794
30,20945 13337 17638 666 653 657 412 4509 57 762
32,6707 615 2043 2020 2035 2426 2726 7346 1598 1393
33,735 62 6301 2088 18792 1188 105 519 70 115
34,1575 7632 1153 16918 482 5041 1792 159 1470 695
35,318 53 21 146 4253 11105 927 8246 3431 2490
36,332 917 295 287 158 677 1550 2468 5829 2795
38,137 1018 1309 3955 1142 15497 439 20186 5907 9432
39,13540 1245 437 146 2706 736 1115 198 421 378
40,253 1175 137 954 1346 500 617 89 666 277
41,341 7608 1115 18640 2974 58 2874 5460 4452 4352
42,1040 132 20186 20970 1309 4054 9187 2586 617 9675
43,944 1115 19336 14471 10292 632 4636 4054 9187 2586
44,8589 10791 7 698 10337 13187 251 10927 10208 3141
45,5536 5813 3182 206 335 9461 105 322 101 1771
46,12910 984 473 544 880 3809 6746 326 13827 12001
47,929 229 271 214 917 1066 2135 320 2001 10356
48,695 332 1055 18350 10169 4617 16346 4541 367 423
49,663 1257 1806 247 5617 4313 2721 229 6301 2088
50,225 4537 1221 1764 3713 3471 352 508 462 341
51,145 100 3057 238 250 190 4537 688 623 266
52,10426 523 2402 81 214 4983 2001 11380 7873 12377
53,1786 627 681 955 3970 18028 8745 11721 10133 11620
54,157 11458 4352 4636 999 1748 2039 1373 98 2794
55,15203 18909 22018 10713 21200 16579 21188 14901 14899 14897
56,672 1315 230 739 1496 1482 3808 512 5281 1634
57,160 536 319 6165 899 4305 2678 1887 117 399
58,61 112 393 161 1068 1526 637 7663 851 6987
59,999 530 199 7780 24 1631 276 4251 11458 2107
60,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
62,1043 2334 11869 2291 1591 785 2900 1241 2007 823
63,1316 1668 809 11873 2876 436 611 19506 14212 5617
64,1462 729 520 98 524 276 185 303 5 420
65,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
67,384 4509 122 6203 69 5588 666 286 196 6728
68,357 4771 546 247 2853 1982 2902 3974 2384 10642
69,220 142 1913 2116 12828 43 8111 1806 4605 13684
70,157 241 2510 2128 589 24 381 171 8482 370
72,58 11565 7169 185 5057 294 7608 56 4509 5791
73,1115 1322 247 4352 602 286 670 1748 2039 4313
74,302 2902 12828 16057 2116 8717 2509 11869 1764 3713
75,1321 651 15213 1135 587 240 570 803 1103 435
76,66 390 936 367 282 159 1164 308 309 4539
77,1152 3092 130 248 11458 4617 2264 157 2993 4537
78,367 10337 10791 1018 2010 546 247 4249 751 199
79,2 12921 1135 5218 169 931 2486 344 932 3177
81,1306 1999 208 6301 3109 7802 2088 13929 1164 1245
82,306 7608 185 3159 20945 5653 2400 868 584 1677
83,22306 6318 11498 22136 1804 1974 1094 741 954 1064
84,1152 132 1018 362 423 6746 3808 207 1631 5476
85,1668 1618 1674 625 1831 12015 5135 386 19266 4771
86,25 1213 102 2837 1856 479 2246 136 1326 26
88,1222 755 530 251 840 4249 75 509 506 2882
89,1522 6165 13358 1358 899 368 1199 666 231 69
90,5617 6353 4270 296 21661 891 11890 141 118 191
91,479 1340 884 13540 308 1115 2216 1406 7012 979
92,9622 18578 4628 19692 3613 20661 4992 6840 3737 3541
93,75 1024 172 209 442 997 422 1902 2090 5354
94,481 3290 225 5230 608 136 33 1717 131 9221
95,1751 806 404 875 189 1482 4352 4342 4873 1748
96,6731 89 1321 2419 839 523 1346 766 85 946
97,286 2932 670 2975 11739 5246 5041 2899 2795 3448
